name,brand,price,ratings,specs_score,os,processor,ram,storage,graphics,screen_size,resoultion,cores,threads,warranty,image_url
Lenovo LOQ 2024 83GS003NIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),Lenovo,68790.0,4.65,65.0,Windows 11 OS,12th Gen Intel Core i5 12450HX,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ietbDRCeQ-w280-h280/lenovo-loq-2024-83gs.webp
HP Omen 16-wf1096TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),HP,119990.0,4.4,79.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,16.1 inches,1920 x 1080 pixels,16 Cores (8P + 8E), 24 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iPMkkmEro-w280-h280/hp-omen-16-wf1096tx.webp
Asus TUF F17 FX706HF-NY040W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,50990.0,4.65,65.0,Windows 11 OS,11th Gen Intel Core i5 11400H,16 GB DDR6 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,17.3 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iclisoaGK-w280-h280/asus-tuf-f17-fx706hf.webp
HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,67626.0,4.1,73.0,Windows 11 OS,7th Gen AMD Ryzen 7 7840HS,16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,16.1 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-igR1TJ28v-w280-h280/hp-victus-16-s0089ax.webp
Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),Apple,74994.0,4.15,50.0,Mac OS,Apple M2,8 GB DDR4 RAM,256 GB SSD,8-Core GPU,13.6 inches,2560 x 1664 pixels,Octa Core (4P + 4E),,1 Year Warranty,https://cdn1.smartprix.com/rx-iC1uclsPb-w280-h280/apple-macbook-air-20.webp
Lenovo Legion 5 15AHP10 83M00073IN Gaming Laptop (AMD Ryzen 7 260/ 16GB/ 1TB SSD/ Win11/ 8GB RTX5050),Lenovo,137490.0,4.75,70.0,Windows 11 OS,AMD Ryzen 7 260,16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5050,15.3 inches,1920 x 1200 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-itun90a2r-w280-h280/lenovo-legion-5-15ah.webp
HP 255 G10 BJ3S9AT-3 Laptop (AMD Ryzen 3 7330U/ 16GB/ 512GB SSD/ Win11),HP,32490.0,4.1,57.0,Windows 11 OS,7th Gen AMD Ryzen 3 7330U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iex7mFFmm-w280-h280/hp-255-g10-bj3s9at-3.webp
Dell DC 14250 ODC1425000401RINS1 Laptop (Intel Core 5 120U/ 16GB/ 512GB SSD/Windows 11 Home),Dell,69990.0,4.45,52.0,Windows 11 OS,Intel Core 5 120U,16 GB DDR5 RAM,512 GB SSD,Intel UHD Graphics,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-igkTtmLM8-w280-h280/dell-dc-14250-odc142.webp
Apple MacBook Pro 14 2025 Laptop (Apple M5/ 16GB/ 512GB SSD/ macOS),Apple,164490.0,4.15,51.0,Mac OS,Apple M5,16 GB  RAM,512 GB SSD,10 Core GPU,14.2 inches,3024 x 1964 pixels,10 Cores (4P + 6E),,1 Year Warranty,https://cdn1.smartprix.com/rx-iXzYk5hsy-w280-h280/apple-macbook-pro-14.webp
HP Victus 15-fa2303tx Gaming Laptop (14th Gen Core i5/ 24GB/ 512GB SSD/ Win11/ 6GB RTX3050),HP,81500.0,4.0,69.0,Windows 11 OS,14th Gen Intel Core i5 14450HX,24 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iDlX5VUUs-w280-h280/hp-victus-15-fa2303t.webp
HP Victus 15-fa1082wm Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),HP,79990.0,4.55,55.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i0YWZ6d0X-w280-h280/hp-victus-15-fa1082w.webp
HP Probook 440 G11 A6VS9PA Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11),HP,83999.0,4.4,52.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125H,16 GB  RAM,512 GB SSD,Intel Graphics,14 inches,1920 x 1080 pixels,14 Cores (4P + 8E + 2LP-E), 18 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-inAY3hnqO-w280-h280/hp-probook-440-g11-a.webp
HP ZBook Power G11 A8WN0PT Laptop (Intel Core Ultra 7-155H/ 32GB/ 1TB SSD/ Win11/ RTX 1000 Ada 6GB Graphics),HP,191150.0,4.45,,Windows 11 OS,Intel Core Ultra 7 Series 1 155H,32 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA RTX 1000 Ada,16 inches,1920 x 1200 pixels,16 Cores (6P + 8E + 2LP-E), 22 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iDDNPHu60-w280-h280/hp-zbook-power-g11-a.webp
MSI Summit 13 AI Plus Evo A2VMTG Business Laptop (IIntel Core Ultra 7 258V/ 32GB/ 1TB SSD/ Win11),MSI,149990.0,4.15,79.0,Windows 11 OS,Intel Core Ultra 7 258V,32 GB LPDDR5 RAM,1 TB SSD,Intel Integrated Arc,13.3 inches,1920 x 1200 pixels,Octa Core (4P + 4E), 8 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-igs8TCmvg-w280-h280/msi-summit-13-ai-plu.webp
Chuwi CoreBook X i3 Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11),Chuwi,19990.0,4.15,,Windows 11 OS,10th Gen Intel Core i3 10100Y,8 GB DDR3 RAM,256 GB SSD,Intel UHD Graphics 615,14 inches,1920 x 1080 pixels,Dual Core, 4 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iDGenRICd-w280-h280/chuwi-corebook-x-i3.webp
Acer Nitro V ANV15-52 NH.QZ9SI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB RTX5050),Acer,79990.0,4.3,64.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iLeYuuUk5-w280-h280/acer-nitro-v-anv15-5.webp
Lenovo Yoga Pro 7 Aura Edition 83KF001LIN Laptop (Intel Evo Core Ultra 9 285H/ 32GB/ 1TB/ Win11),Lenovo,134990.0,4.35,,Windows 11 OS,Intel Core Ultra 9 285H,32 GB LPDDR5x RAM,1 TB SSD,Integrated Intel Arc Graphics,14.5 inches,3000 x 1876 pixels,16 Cores (6P + 8E + 2LP-E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iviTQcGcE-w280-h280/lenovo-yoga-pro-7-au.webp
Asus ROG Strix G16 (2025) G615JHR-S5005WS Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5050),Asus,154990.0,4.3,,Windows 11 OS,14th Gen Intel Core i7 14650HX,16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5050,16 inches,2560 x 1600 pixels,16 Cores (8P + 8E), 24 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-icdnAAlyQ-w280-h280/asus-rog-strix-g16-2.webp
Lenovo LOQ ‎15ARP9 83JC00GDIN AI Gaming Laptop (AMD Ryzen 7 7435HS/ 24GB/ 512GB SSD/ Win11/ 4GB RTX 3050A Graph),Lenovo,71290.0,4.55,70.0,Windows 11 OS,7th Gen AMD Ryzen 7 7435HS,24 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 A,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iXutqaoFt-w280-h280/lenovo-loq-15arp9-83.webp
Asus TUF Gaming F16 FX688JPR-QT043WS Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB RTX 5070 8GB Graphics),Asus,169990.0,4.2,,Windows 11 OS,14th Gen Intel Core i7 14650HX,32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5070,16 inches,2560 x 1600 pixels,16 Cores (8P + 8E), 24 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iy4HIKBaN-w280-h280/asus-tuf-gaming-f16.webp
HP Victus 15-fb0185AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,51990.0,4.5,68.0,Windows 11 OS,5th Gen AMD Ryzen 5 5600H,8 GB DDR4 RAM,512 GB SSD,4 GB AMD Radeon RX 6500M,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-irtqJwkNN-w280-h280/hp-victus-15-fb0185a.webp
HP 15-fd0574TU Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),HP,39990.0,4.7,55.0,Windows 11 OS,13th Gen Intel Core i3 1315U,16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iEX0xorux-w280-h280/hp-15-fd0574tu-lapto.webp
Asus Expertbook P1 P1503CVA-S70611WS Laptop (13th Gen Core i5/ 16GB/ 512GB/ Win11),Asus,51990.0,4.7,56.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR5 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iaCzkgoz8-w280-h280/asus-expertbook-p1-p.webp
Apple MacBook Air 2025 15 Laptop (Apple M4/ 16GB/ 512GB SSD/ MacOS),Apple,138490.0,4.6,50.0,Mac OS,Apple M4,16 GB  RAM,512 GB SSD,Apple 10 Core GPU,15.3 inches,2880 x 1864 pixels,10 Cores (4P + 6E),,1 Year Warranty,https://cdn1.smartprix.com/rx-iEZZMd8Zd-w280-h280/apple-macbook-air-20.webp
Acer Aspire 3 A311-45 UN.354SI.002 Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11),Acer,17990.0,4.65,,Windows 11 OS,Intel Celeron N4500,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,11.6 inches,1366 x 768 pixels,Dual Core, 2 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iPPennwhJ-w280-h280/acer-aspire-3-a311-4.webp
Acer Nitro V ANV15-41 NH.QPFSI.006 Gaming Laptop (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050 Graph),Acer,59999.0,4.2,62.0,Windows 11 OS,6th Gen AMD Ryzen 5 6600H,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,16 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iWH9dBGbc-w280-h280/acer-nitro-v-anv15-4.webp
Acer Aspire Lite 15 AL15-52H Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11),Acer,48990.0,4.4,55.0,Windows 11 OS,12th Gen Intel Core i5 12450H,12 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iDIxx1KCW-w280-h280/acer-aspire-lite-15.webp
Asus TUF Gaming A15 FA507NUR-LP082W Gaming Laptop (AMD Ryzen 7 7435HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,83990.0,4.55,73.0,Windows 11 OS,7th Gen AMD Ryzen 7 7435HS,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iwg5jo1rH-w280-h280/asus-tuf-gaming-a15.webp
Lenovo V15 G4 ‎83CQ0006IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,29980.0,4.55,54.0,Windows 11 OS,7th Gen AMD Ryzen 3 7320U,8 GB LPDDR5 RAM,512 GB SSD,Integrated AMD Radeon 610M,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iNPbbS6Eu-w280-h280/lenovo-v15-g4-83cq00.webp
Acer Aspire 3 A324-51 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,27990.0,4.1,51.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iv0oRgUsR-w280-h280/acer-aspire-3-a324-5.webp
Dell Inspiron 3530 OIN353034071RINS1M Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Dell,48600.0,4.05,54.0,Windows 11 OS,13th Gen Intel Core i5 1334U,16 GB DDR4 RAM,512 GB SSD,Intel Integrated Integrated,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iYSzjXnIo-w280-h280/dell-inspiron-3530-o.webp
Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 3 5300U/ 16GB/ 512GB SSD/ Win11),Acer,28990.0,4.25,55.0,Windows 11 OS,5th Gen AMD Ryzen 3 5300U,16 GB DDR4 RAM,512 GB SSD,AMD Graphics,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iEfg1pmtV-w280-h280/acer-aspire-lite-al1.webp
HP Victus15-fb0147AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,48890.0,4.7,57.0,Windows 11 OS,5th Gen AMD Ryzen 5  5600H,8 GB DDR4 RAM,512 GB SSD,4 GB AMD Radeon AMD Radeon RX 6500M,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iSUnkvdbC-w280-h280/hp-victus15-fb0147ax.webp
Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,48990.0,4.4,62.0,Windows 11 OS,11th Gen Intel Core i5 11260H,8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iUf9FU6F7-w280-h280/asus-tuf-gaming-f15.webp
MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),MSI,41990.0,4.55,59.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,14 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iABuyKcMV-w280-h280/msi-modern-14-c7m-06.webp
HP ZBook Power 16 inch G11 Mobile Workstation Laptop (Intel Core Ultra 7 165H/ 16GB/ 1TB SSD/ Win11/ 6GB Graphics),HP,184999.0,4.65,74.0,Windows 11 OS,Intel Core Ultra 7 Series 1 165H,16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA RTX A1000,16 inches,1920 x 1200 pixels,16 Cores (6P + 8E + 2LP-E), 22 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ibHDJkFEr-w280-h280/hp-zbook-power-16-in.webp
HP Probook 440 G11 Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ Win11),HP,73900.0,4.0,51.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125U,16 GB  RAM,512 GB SSD,Intel Graphics,14 inches,1920 x 1080 pixels,12 Cores (2P + 8E + 2LP-E), 14 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i7Q56xf3w-w280-h280/hp-probook-440-g11-l.webp
HP 15-fc0499AU  Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),HP,32499.0,4.55,,Windows 11 OS,7th Gen AMD Ryzen 3 7320U,8 GB  RAM,512 GB SSD,AMD Radeon AMD,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iu0zzKICq-w280-h280/hp-15-fc0499au-lapto.webp
Dell DC15255 Laptop (AMD Ryzen 5-7530U/ 16GB/ 512GB SSD/ Win11),Dell,43990.0,4.25,,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon 610M,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ikRRAtnkA-w280-h280/dell-dc15255-laptop.webp
Acer TravelLite TL04-51M Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Acer,37990.0,4.6,52.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB  RAM,512 GB SSD,‎Intel Iris Xe Graphics,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-itpEaJeiJ-w280-h280/acer-travellite-tl04.webp
Acer TravelLite TL04-51M Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Acer,37990.0,4.6,52.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB  RAM,512 GB SSD,‎Intel Iris Xe Graphics,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-itpEaJeiJ-w280-h280/acer-travellite-tl04.webp
Samsung Galaxy Book 4 NP754XGQ-LS1IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Linux),Samsung,47490.0,4.65,51.0,Linux OS,Intel Core 5 Processor Series 1 120U,16 GB LPDDR4x RAM,512 GB SSD,Intel Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iN69jNgG7-w280-h280/samsung-galaxy-book.webp
Lenovo LOQ 2025 15IRX10 83JE00U4IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060),Lenovo,121870.0,4.0,71.0,Windows 11 OS,13th Gen Intel Core i7 13700HX,16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,15.6 inches,1920 x 1080 pixels,16 Cores (8P + 8E), 24 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iPJyTbG0G-w280-h280/lenovo-loq-2025-15ir.webp
Lenovo V14 83A000L5RK Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,33560.0,4.35,59.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD Graphics,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iBJUzHMQL-w280-h280/lenovo-v14-83a000l5r.webp
HP Victus 15-fa2103tx Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),HP,85990.0,4.45,66.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iCLk6av92-w280-h280/hp-victus-15-fa2103t.webp
Acer Nitro V 15 ANV15-41 (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win 11/ 6GB RTX 4050),Acer,72990.0,4.6,60.0,Windows 11 OS,6th Gen AMD Ryzen 5 6600H,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,16 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iu8fZgyIs-w280-h280/acer-nitro-v-15-anv1.webp
Asus Vivobook 15 2025 X1504VA-NJ3700WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,34990.0,4.0,52.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,Backlit Keyboard,https://cdn1.smartprix.com/rx-icq0lXLr0-w280-h280/asus-vivobook-15-202.webp
Acer Aspire 3 A325-53 15 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,31400.0,4.2,54.0,Windows 11 OS,13th Gen Intel Core i3 1305U,16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 6 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ieI4qi1ek-w280-h280/acer-aspire-3-a325-5.webp
Lenovo LOQ 2025 15IRX10 83JE00U5IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060),Lenovo,133970.0,4.1,78.0,Windows 11 OS,14th Gen Intel Core i7 14700HX,16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,15.6 inches,1920 x 1080 pixels,20 Cores (8P + 12E), 28 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i8yPjBhKI-w280-h280/lenovo-loq-2025-15ir.webp
Acer TravelLite TL04-41M  Laptop (MD Ryzen 5 7430U/ 8GB/ 512GB SSD/ Win11),Acer,32990.0,4.2,50.0,Windows 11 OS,7th Gen AMD Ryzen 5 7430U,8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iZb3bZ8WV-w280-h280/acer-travellite-tl04.webp
Samsung Galaxy Book 5 np750xhd-kd1in Laptop (Intel Core Ultra 5 225U/ 16GB/ 512GB SSD/ Win11),Samsung,77990.0,4.2,54.0,1 Year Warranty,Intel Core Ultra 5 Series 2 225U,512 GB SSD,Intel Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,,16 GB LPDDR5X RAM,,Backlit Keyboard,https://cdn1.smartprix.com/rx-iZG6taxtN-w280-h280/samsung-galaxy-book.webp
Infinix XBOOK B15 Series BL51A5 Laptop (AMD Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,69990.0,4.4,64.0,Windows 11 OS,5th Gen AMD Ryzen 7 5825U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i1U6ZPPZL-w280-h280/infinix-xbook-b15-se.webp
Infinix XBOOK B15 Series BL51A5 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,32990.0,4.7,62.0,Windows 11 OS,5th Gen AMD Ryzen 5 5500U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iMaIEDS3e-w280-h280/infinix-xbook-b15-se.webp
Asus TUF Gaming A16 FA607NUG-RL189WS Gaming Laptop (AMD Ryzen 7 7445HS/ 16GB / 1TB SSD/ Win11 / 6GB Graph),Asus,89990.0,4.5,64.0,1 Year Warranty,AMD Ryzen 7 7445HS,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,,16 GB DDR5 RAM,,Backlit Keyboard,https://cdn1.smartprix.com/rx-iIv325Y0L-w280-h280/asus-tuf-gaming-a16.webp
HP Victus 15-fa2191TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),HP,65999.0,4.45,63.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050A,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iKhXwIsow-w280-h280/hp-victus-15-fa2191t.webp
HP Victus 15-fb3185AX Gaming Laptop (AMD Ryzen 7 260/ 24GB/ 1TB SSD/ Win11/ 8GB Graph),HP,100990.0,4.5,70.0,Windows 11 OS,AMD Ryzen 7 260,24 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ifB3gRNvw-w280-h280/hp-victus-15-fb3185a.webp
MSI Katana 15 HX B14WEK-437IN Gaming Laptop (14th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB RTX 5050 Graph),MSI,99990.0,4.2,74.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels,16 Cores (8P + 8E), 24 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-iuwzHNYAD-w280-h280/msi-katana-15-hx-b14.webp
HP Omen 16-am0241TX Gaming Laptop (14th Gen Core i7/ 24GB/ 1TB SSD/ Win11/ 8GB RTX 5050 Graph),HP,137990.0,4.1,78.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,24 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5050,16 inches,1920 x 1200 pixels,16 Cores (8P + 8E), 24 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ivp2TaSf8-w280-h280/hp-omen-16-am0241tx.webp
